created_at,entry_id,indoor_temp,indoor_humidity,outdoor_temp,outdoor_humidity,delta_temp,indoor_temp_smooth,indoor_humidity_smooth,THI,discomfort,too_cold,humidity_change,humidity_spike,temp_change,temp_spike
2025-12-10 16:37:01+00:00,11057,20.34,45.66,11.7,71.0,8.64,20.405666666666665,45.53766666666666,18.594599199999998,False,False,0.04999999999999716,False,0.0,False
2025-12-10 16:38:01+00:00,11058,20.35,45.64,11.7,71.0,8.650000000000002,20.401333333333334,45.54633333333334,18.600967,False,False,-0.01999999999999602,False,0.010000000000001563,False
2025-12-10 16:39:01+00:00,11059,20.35,45.72,11.7,71.0,8.650000000000002,20.397333333333336,45.55733333333333,18.603541,False,False,0.0799999999999983,False,0.0,False
2025-12-10 16:40:01+00:00,11060,20.33,45.95,11.7,71.0,8.629999999999999,20.392666666666667,45.57866666666667,18.59688675,False,False,0.23000000000000398,False,-0.020000000000003126,False
2025-12-10 16:41:01+00:00,11061,20.34,46.21,11.7,71.0,8.64,20.389,45.60766666666667,18.6122652,False,False,0.259999999999998,False,0.010000000000001563,False
2025-12-10 16:42:01+00:00,11062,20.32,46.46,11.7,71.0,8.620000000000001,20.384,45.64266666666666,18.6061846,False,False,0.25,False,-0.019999999999999574,False
2025-12-10 16:43:01+00:00,11063,20.34,46.6,11.7,71.0,8.64,20.380666666666663,45.67966666666667,18.624792,False,False,0.14000000000000057,False,0.019999999999999574,False
2025-12-10 16:44:01+00:00,11064,20.33,46.72,11.7,71.0,8.629999999999999,20.377,45.71933333333334,18.6215768,False,False,0.11999999999999744,False,-0.010000000000001563,False
2025-12-10 16:45:01+00:00,11065,20.34,46.88,11.7,71.0,8.64,20.373,45.76533333333334,18.6337856,False,False,0.1600000000000037,False,0.010000000000001563,False
2025-12-10 16:46:01+00:00,11066,20.31,47.1,11.6,72.0,8.709999999999999,20.368666666666662,45.817,18.619580499999998,False,False,0.21999999999999886,False,-0.030000000000001137,False
2025-12-10 16:47:01+00:00,11067,20.33,47.11,11.6,72.0,8.729999999999999,20.365333333333336,45.872,18.634082149999998,False,False,0.00999999999999801,False,0.019999999999999574,False
2025-12-10 16:48:01+00:00,11068,20.33,47.1,11.6,72.0,8.729999999999999,20.362,45.925666666666665,18.6337615,False,False,-0.00999999999999801,False,0.0,False
2025-12-10 16:49:01+00:00,11069,20.31,47.21,11.6,72.0,8.709999999999999,20.35833333333333,45.98433333333333,18.62309555,False,False,0.10999999999999943,False,-0.019999999999999574,False
2025-12-10 16:50:01+00:00,11070,20.31,47.32,11.6,72.0,8.709999999999999,20.355,46.04766666666667,18.6266106,False,False,0.10999999999999943,False,0.0,False
2025-12-10 16:51:01+00:00,11071,20.31,47.24,11.6,72.0,8.709999999999999,20.35233333333333,46.10666666666667,18.6240542,False,False,-0.0799999999999983,False,0.0,False
2025-12-10 16:52:01+00:00,11072,20.3,47.14,11.6,72.0,8.700000000000001,20.34933333333333,46.161,18.613766000000002,False,False,-0.10000000000000142,False,-0.00999999999999801,False
2025-12-10 16:53:01+00:00,11073,20.28,47.11,11.6,72.0,8.680000000000001,20.345666666666663,46.21366666666667,18.5986269,False,False,-0.030000000000001137,False,-0.019999999999999574,False
